Projetos de Pesquisa Cadastrados em 2017,,
Campus,Título,Nome Coordenador
Almenara,Da Maternidade Linguística ao Discurso: Possíveis Gestos de Interpretação e de Autoria na Produção Textual em Língua Inglesa,Christiano Titonelo Santana
Almenara,A Percepção das Puérperas Sobre as Ações Educativas Realizadas Durante o Pré-Natal na Atenção Básica de Saúde,Diane Prates Mendonça
Almenara,Desenvolvimento de uma Plataforma Digital para Integração Tecnológica Entre o Varejo do Baixo Jequitinhonha com o E-Commerce,Tiago Bicalho Ferreira
Almenara,IFAPP – Desenvolvimento de um Software Aplicativo para Auxiliar o Trabalho Escolar,Marcos Vinícius Montanari
Almenara,Divulgação do Potencial Turístico do Vale do Jequitinhonha Através do Desenvolvimento de um Museu Virtual – Catalogação dos Recursos e Belezas Naturais,Rafael Porto Viana
Almenara,IFVIRTUAL – Desenvolvimento de uma Representação Virtual do IFNMG Campus Almenara,Rafael Porto Viana
Almenara,"Monitoramento da Oferta dos Produtos da Agricultura Familiar na Feira Livre do Município de Jequitinhonha, MG",Eduardo Charles Barbosa Ayres
Almenara,O Modelo de Organização Internacional no Instituto Federal do Norte de Minas Gerais (IFMUNDO) – Impactos e Possibilidades,Alex Lara Martins
Almenara,"Lixo Eletrônico: Inclusão Digital, Reaproveitamento e Reciclagem de Equipamentos de Informática",Rafael Porto Viana
Almenara,Avaliação do Perfil Bromatológico de Volumosos Tratados com Uréia,Antônio Eustáquio Filho
Almenara,Um olhar sob o Ensino de Língua Estrageira: Mapeamento dos Eixos Recursos Naturais e Comunicação e Informação. ,Rosilene dos Anjos Sant'Ana 
Almenara,Implantação e Avaliação de Banco de Germoplasma de mandioca no baixo Jequitinhonha ,Fábio Martins de Carvalho
Almenara,Produção de mudas de hortaliça utilizando subtratos e recipientes alternativos para atender o pequeno produtor do Município de Almenara ,José Maria Gomes Neves
Almenara,PAEC: Programa de Alfabetização das Escolas do Campo,Tânia Maria Mares Figueredo
Araçuaí,Reflexão Sobre as Práticas de Gestão de Estoques Adotadas em Micro e Pequenas Empresas de Varejo,Bruna Oliveira Rosa
Araçuaí,Proposta de Implantação e Avaliação de Software para Gestão de Projetos de Pesquisa e Inovação do Instituto Federal do Norte de Minas Gerais – Campus Araçuaí,Felipe Túlio de Castro
Araçuaí,A Teoria do Comportamento Planejado em Relação ao Consumo de Água da Comunidade Acadêmica do IFNMG – Campus Araçuaí,Camila Santana Gomide
Araçuaí,Diagnóstico Sobre o Custo_estudante no IFNMG Campus Araçuaí,Magno Barbosa Dias
Araçuaí,Um Sistema para Análise de Sentimentos em Redes Sociais Como Ferramenta de Apoio à Decisão de Entidades Educacionais,Fernando Marcos Suoza Silva
Araçuaí,Elaboração de Um Sistema Eletrônico Para Disponibilização de Dados Básicos de Saúde de Pessoas Físicas em Casos de Atendimento de Urgência e Emergência,Felipe Túlio de Castro
Araçuaí,Proposta de Abordagem para Detecção Automática de Estilos de Aprendizagem de Estudantes em Sistemas Adaptativos e inteligentes Para a Educação,Arthur Machado França de Almeida
Araçuaí,LAB_IOT: Estudo e Desenvolvimento de Uma Tomada Inteligente para Controle de Consumo Com Energia Elétrica Utilizando Arduíno,Josué Batista Antunes
Araçuaí,Desenvolvimento de Um Software como Recurso Didático Auxiliar no Ensino de Química,Janaíne Nunes Alves
Araçuaí,Literatura e Identidade: A Representação do Negro e do Quilombola Na Literatura Brasileira Disponível nas Bibliotecas das Instituições de Educação Básica da Cidade de Araçuaí – Minas Gerais,Lílian Gonçalves de Melo
Araçuaí,O Movimento OcupaIF No IFNMG: Organização Estudantil no Contexto das Reformas do Ensino Médio,Fabiano Rosa de Magalhães
Araçuaí,Elaboração e Implantação de um Programa de Treinamento Esportivo Auxiliado Por Sistema Computacional de Gestão de Dados para Aprimoramento Físico e Técnico de Jovens Atletas,Felipe Túlio de Castro
Araçuaí,Aplicabilidade dos Sistemas de Recomendação Automáticos de Conteúdos Educacionais: Um estudo do Estado da Arte,Felipe Túlio de Castro
Araçuaí,Identificação e Georreferenciamento de Sítios Arqueológicos com Figurações Rupestres nas Imediações de Itinga,Aureliane Aparecida de Araújo
Araçuaí,"Mecanismo Molecular de Atuação da Brassica Oleracea na Mastite Bovina Causada por Staphylococcus Aureus, Escherichia Coli e Klebsiella Pneumoniae por Análise Bioinformática: Uma Abordagem sobre o Tratamento Alternativo de Doenças na Produção Animal",Eliane Macedo Sobrinho Santos
Arinos,Avaliação Microbiológica do Leite Cru Produzido nos Assentamentos de Arinos/MG,Gustavo Rodrigues Morgado
Arinos,Confecção de Vant Para Monitoramento de Processos Erosivos no Município de Arinos (MG),Carlos Magno Moreira de oliveira
Arinos,Uso de Diferentes Doses de Silício na Cultura da Melancia no Município de Arinos,Manoel Xavier de Oliveira
Arinos,Software de Gerenciamento dos Resultados dos Simulados Aplicados ao Ensino Médio Integrado do IFNMG Campus Arinos,Claudianne Myllene M. de Almeida
Arinos,A Influência dos Povos na Cultura e Estratégias Produtivas do Município de Chapada Gaúcha-MG,Elza Cristiny Carneiro Batista
Arinos,Avaliação Físico-Química do Leite Cru Produzido nos Assentamentos de Arinos/MG,Gustavo Rodrigues Morgado
Arinos,Avaliação da Produção de Bacaba (Oenocarpus M.) Com Diferentes Substratos,Carlos Magno Moreira de oliveira
Arinos,Análise e Desenvolvimento de Metodologias para Quebra de Dormência e Condução do Teste de Germinação de Três Espécies do Cerrado,Gabriel Muller Valadão
Arinos,Desempenho Bioeconômico do Confinamento de Bovinos Alimentados com Dieta com Grão Inteiro,Ronan Aparecido Valadares Santana
Arinos,Cálculo e Análise do Custo de Vida do Município de Riachinho – MG,Roberto Lúcio Correa de Freitas
Arinos,Cálculo e Análise do Custo de Vida do Município de Urucuia – MG,Roberto Lúcio Correa de Freitas
Arinos,"O(s) Perfil(s) dos Alunos Ingressos nos Cursos Técnicos Integrados ao Ensino Médio em Agropecuária, Informática e Meio Ambiente do IFNMG – Campus Arinos",Marcele Maria Ferreira Lopes
Diamantina,Drama Ergon – Do Drama a Ação – ETAPA 1: Um Possível processo criativo do ator a partir da teoria da Dramaturgia. ,Daniel Alberti Perez
Diamantina,Do Palco à Vida: Uma Abordagem Sobre as Mulheres Negras no Teatro de Minas Gerais,Mariana Emiliano Simões
Diamantina,Desenvolvimento de um Framework para Coletas em redes Sociais Online,Maria Alice Gomes Lopes Leite
Diamantina,EDIFICANDO A CIDADE DO DIAMANTE: Sistematização de informações acondicionados no acervo do IPHAN/Diamantina sobre a cidade candidata a patrimônio da Humanidade em 1998/1999. ,Dayse Lúcide Silva Santos
Diamantina,"Economia Criativa: “Desejo, necessidade, Vontade”",Carla Pereira Silva
Diamantina,"Jogos Educativos Digitais, como Ferramentas Destinadas ao Ensino de Química",Janaínne Nunes Alves
Janaúba,Acessibilidade Ubíqua Aplicada na Mobilidade de Deficientes Visuais,Felipe César de Castro Antunes
Januária,"Influência da Escarificação Física, Escarificação Mecânica e Aplicação de Doses de Ácido Giberélico na Superação de Dormência em Sementes de (Butia capitata, MART).",Luiz Carlos Ferreira
Januária,Aplicação de Técnicas de Aprendizado Supervisionadas no Estudo de Imagens Médicas,Caio Bruno Wetterich
Januária,Acúmulo de Marcha de Absorção de Macro e Micronutrientes na Cultura do Feijão Caupi (Vigna unguiculata (L.) WALP),Clabert Wagner Guimarães de Menezes
Januária,"Efeitos de um Adsorvente no Desempenho, metabólitos de soro, e Estresse Oxidativo em Leitoas Alimentadas com Dietas Contendo Micotoxinas Purificadas",Wagner Aziz Garcia Araújo
Januária,Produção de Brinquetes Artesanais Para Fins Energéticos ,Wagner da Cunha Siqueira
Januária,Desenvolvimento de Um Sensor para Leitura de Umidade em Grãos,Edinei Canuto Paiva
Januária,Uso do Clorofilômetro para Monitorar Deficiência de Nitrogênio em Milho e Recomendar Adubação,Selma Alves Abrahão
Januária,Efeito de diferentes espaçamentos em variedades de amendoim (ARACHIS HYPOGAEA L.) produzidas em regime irrigado e sob deficit hídrico no Semiárido Mineiro,Tattiane Gomes Costa
Januária,"Mapeamento de atributos do solo, produtividade e teor de clorofila da bananeira “Prata Anã” produzida no Norte de Minas Gerais. ",Gracielly Ribeiro de Alcântara
Januária,Adaptação de tecnologias para tratamento e uso agrícola de esgoto doméstico na agricultura orgânica. ,Danilo Pereira Ribeiro
Januária,Desempenho produtivo de genótipos de girassol ( Helianthus annuus L.) em Januária Norte de Minas Gerais – SAFRA 2017/2018,Aroldo Gomes Filho
Januária,Potencial Biótico de Entopatógenos a Larvas de Aedes Aegypti no Município de Januária / MG,Eliane Souza Gomes Brito
Januária,Detecção e análise espectral do sinal emitido por repelentes ultrassonicos ,David Rodrigues de Souza
Januária,Balanço Eletrolítico Total (BET) em Dietas de Frangos de Corte,Wagner Azis Garcia de Araújo
Januária,Modelo de Estimativa de temperatura média diária do ar em januária e região,Pablo Henrique Ataide Oliveira 
Januária,As plantas medicinais e o conhecimento tradicional na comunidade quilombola,Suzana Alves Escobar
Januária,"Obtenção de software para análise estrutural em treliças, vigas e pilares de pinus, eucalipto e bambu utilizados em estruturas destinadas a edificações rurais",Murilo Cesar Osório Camargos
Januária,Uma análise do currículo de biologia no Ensino Médio – Modalidade EJA nas Escolas Públicas de Januária – MG,Iza Manuela Aires Cotrim Guimarães
Januária,Uso de Efluentes de Laticínios e da Suinocultura na Produção de Mudas de Espécies Arbóreas Nativas ,Tattiane Gomes Costa
Januária,Elaboração do Protótipo de um Sistema Automatizado para Acessibilidade de Pessoas com Dificuldades de Locomoção na Resolução de Tarefas Domésticas,Paulo Veloso Santos Jr.
Januária,"Ecotoxidade dos Herbicidas Atrazine e Nicossulfuron Sobre o Predador de Pragas, Podisus Nigrispinus ( Hemiptera: Pentatomidade)",
Januária,Levantamento e descrição de doenças fúngicas relacionadas a plantas medicinais cultivadas no Horto de Plantas Medicinais do IFNMG Campus Januária,Tatiana Tozzi Martins Souza Rodrigues
Januária,A Avaliação da Aprendizagem nos Cursos Técnicos Integrados ao Ensino Médio do IFNMG – Campus Januária,Joelma de Fátima Mendes Bandeira
Januária,Avaliação Físico-Química e Microbiológica de Conservas Artesanais de Pequi Comercializadas na Cidade de Japonvar/MG,Geralda Magela Costa Nobre
Januária,Sistema de Manejo da Adubação Nitrogenada com Base no Sensor de Clorofila para o Feijão- Caupi,Selma Alves Abrahão
Januária,"Conhecimentos e Atitudes de Jovens e Adolescentes da escola Estadual Simão Viana Cunha , em Januária – MG, Quanto à Hanseníase",Iza Manuela Aires Cotrim Guimarães
Januária,Métodos Alternativos para Determinação da Condutividade Elétrica no Solo ,Danilo Pereira Ribeiro
Januária,Avaliação da Produtividade de Feijão – vagem (Phaseolus vulgaris L.) sob diferentes fontes de adubação nitrogenada em sistema de Produção Orgânico ,Sebastião Lourenço Henrique
Januária,Acidificação de um solo alcalino do Norte de Minas Gerais com uso de enxofre elementar e esterco bovino,Dilermano Dourado Pacheco
Januária,Um estudo de caso sobre conhecimento e praticas de estudantes de uma escola pública de São João das Missões – MG quanto às doenças sexualmente transmissíveis (DST) e AIDS,Iza Manuela Aires Cotrim Guimarães
Januária,Título: Uma análise da abordagem do tema transversal saúde no ensino de ciências nas séries finais do ensino fundamental de uma escola pública no município de Januária – Minas Gerais,Iza Manuela Aires Cotrim Guimarães
Januária,Fatores a atitudes que têm influenciado a adesão à campanha  de vacinação contra o HPV em determinado bairro no município de Januária-MG,Iza Manuela Aires Cotrim Guimarães
Januária,Sistema para gerenciamento de TCC do TADS IFNMG Januária ,Gustavo Linhares Lélis Frota
Januária,Avaliação operacional de armadilhas no monitoramento de Aedes aegypti utilizando atrativos alternativos,Eliane Souza Gomes Brito
Januária,Rações Comerciais com Valores Atualizados de Balanço Eletrolítico para Leitões Sob Desmame Precoce,Wagner Azis Garcia de Araújo
Januária,Produção de mudas de três espécies de pitaia em diferentes substratos orgânicos no norte de Minas Gerais ,Rodrigo Amato Moreira
Januária,Níveis de suplementação da enzima “beta”- mananase para galinhas poedeiras ,Wagner Azis Garcia de Araújo
Januária,Interferência de plantas daninhas na cultura do amendoim produzido no norte de minas gerais ,Claubert Wagner Guimarães de Menezes 
Januária,"Densidade de parasitismo do parasitóide Palmistchus elaeisis, em pupas do hospedeiro alternativo Galleria mellonella ",Claubert Wagner Guimarães de Menezes
Januária,Avaliação preliminar de micorrização em diferentes variedades de amendoim ( Arachis hypogaeae L. )submetidos a diferentes doses complementares de fósforo no semi-árido norte mineiro. ,Hamilton dos Reis Sales
Januária,Políticas Assistenciais ,Felipe Lisboa Guedes
Januária,Analisar preferências dos consumidores de “fast food” do município de Januária – MG,Felipe Lisboa Guedes
Januária,Análise do perfil e comportamento dos consumidores do vestuário de moda praia de Januária-MG,Felipe Lisboa Guedes
Januária,Desempenho Produtivo de Cabritos Submetidos a Diferentes Idades de Desmame ,Jussara Barros Silva
Januária,Mapeamento 3D de Edificações Históricas de Múltiplos Ambientes por meio de Sensores RGB-D de Baixo Custo,Matheus Silveira Borges
Januária,Cultivo de Plantas Ornamentais em Sistema de Tratamento de Águas Residuárias ,Danilo Pereira Ribeiro
Januária,A Lei Robin Hood e o Desenvolvimento dos Municípios do Norte de Minas,Eduardo Cabral da Cruz
Januária,Comportamento Fenológico de Variedades de Amendoim em Função de Diferentes Espaçamentos Cultivados em Regime Irrigado no Semiárido Mineiro ,Aroldo Gomes Filho
Januária,Frutos Nativos da Região do Peruaçu: Conhecer para Valorizar,Sildimar Rodrigues Ferreira
Januária,Endomarketing Como Fator Motivacional dos Colaboradores das Empresas do Setor Farmacêutico da Cidade de Januária – MG,Roberto Comini Frota
Januária,Macroinvertebrados Bentônicos como Bioindicadores de Qualidade da Água do Rio Ipueira,Vitor Hugo Henriques de Almeida 
Januária,Efeito do Policultivo de Tomateijo e Coentro sob Cultivo Orgânico nas Populações de Moscas Brancas e Joaninhas Predadoras em januária – MG,Eliane Souza Gomes Brito
Januária,"Produtividade de Campim Tifon 85 ( Cynodon dactylon spp) nas condições do Norte de Minas, com uso de água residuária de suinocultura, em sistema alagados construídos após tratamento em Biodigestor. ",Eduardo Souza do Nascimento
Januária,Marcha de Absorção de Nutrientes do Solo pela Planta Ocimum Selloi ( Laminacea) no IFNMG – Campus Januária,Clabert Wagner Guimarães de Menezes
Januária,"Seletividade Fisiológica do Herbicida Nicosulfuron sobre o Predador Doru Luteipes ( Scudder, 1876) ( Dermaptera: Forficulidae)",Claubert Wagner Guimarães de Menezes
Montes Claros,"Modelagem, Simulação e Controle de um Sistema de Filtração Plana com Formação de Torta Compreensível ",Saulo Fernando dos Santos Vidal
Montes Claros,Caracterização e Análise de Desempenho de Carvão Obtido à Partir de Cascas de Buriti ( Mauritio flexuosa),Ramon Geraldo Campos 
Montes Claros,O uso de Metaheurísticas para a Programação da Sequência de Jogos em Torneios Esportivos,Laércio Ives Santos
Montes Claros,"Algoritmos para Emparelhamentos ,áximos e Cortes Justos não Triviais",Alberto Alexandre Assis Miranda 
Montes Claros,Análise Comparativa de Metodologias para Obtenção de Nuvens de Pontos em Reconstrução 3D por Luz Estruturada ,Wagner Ferreira de Barros
Montes Claros,Avaliação do uso de Filtros Aplicados ao Melhoramento de Imagens de Cenas em Meio Participativo,Wagner Ferreira de Barros
Montes Claros,Pêndulo Invertido: Modelagem e Região de Estabilidade,Marcos Aurélio Duarte
Montes Claros,Estudo da Influência e Prevenção de Rouge em Sistemas de Water For Injection (WFI),Fernando Mota Ribeiro
Montes Claros,Métodos Adaptativos no Tempo: Ajustes para Melhoramento no Método de Bixler,Tatiane Reis do Amaral
Montes Claros,Produção e Estudo da Ação Antimicrobiana de Creme a Base de Óleo Essencial de Orégano (Origanum Vulgare L),Elízio Mario Ferreira
Montes Claros,"Linguagens Livres de Contexto e Autômatos: Lemas de Bombeamento, Graus de Turing e Minimização",Rafael Santos Coelho
Montes Claros,"Aspectos Estruturais e Algorítmicos de Problemas de Decomposição, Cobertura e Empacotamento em Teoria de Grafos",Rafael Santos Coelho
Montes Claros,Produção de Sabonete Lìquido a Partir de Diferentes Concentrações de  eugenol e de Óleo Essencial Extraído do Cravo da Índia (syzygium aromaticum)  e estudo Comparativo de Propriedades Antibacterianas.,Junai Carvalho de Souza Lopes
Montes Claros,"Modelagem, Simulação e Controle de uma Planta de Produção de Biodiesel",Saulo Fernando dos Santos Vidal
Montes Claros,Produção de Biodiesel a Partir de óleo de Fritura Residual Utilizando um Microondas Doméstico,Thalles de Assis Cardoso Gonçalves
Montes Claros,Estudo da aplicabilidade do carvão resultante do processos de pirólise , 
Montes Claros,Definição de uma Classe de Métodos de Acesso Baseada em Histogramas para Consultas por Similares,Lúcio Fernandes Dutra Santos
Montes Claros,Construção de uma Data Mart Acadêmica do IFNMG,Lúcio Fernandes Dutra Santos
Montes Claros,Dimensionamento de uma Bomba Centrífuga a ser  Instalada no Módulo Didático de Cinética e Cálculo de Reatores do IFNMG – Campus Montes Claros,Vitor Hugo Fernandes
Montes Claros,Modelagem e Otimização da Configuração de Um Sistema Híbrido Eólico-Fotovoltáico Conectado na Rede Elétrica,Douglas Angelo Teixeira
Montes Claros,Avaliação dos Impactos Causados pela Conexão de Sistemas de Geração Fotovoltaica nas Redes de Distribuição de Energia,Douglas Angelo Teixeira
Montes Claros,Estudo experimental de um separador ciclônico em uma unidade de transporte pneumático ,João Carlos Gonçalves
Montes Claros,Estudo do Escoamento Monofásico em um ciclone de Lapple utilizado Fluidodinâmica Computacional,João Carlos Gonçalves
Montes Claros,Implantação de Sistema Automático de Controle de Temperatura e ph em Estado de Tratamento de Efluente,Daniel Rodrigues Magalhães 
Montes Claros,Avaliação do uso potencial da casca de pequi ( Cariocar brasiliense) na obtenção de etanol lignocelulósico ,Pedro Henrique de Oliveira Gomes
Montes Claros,Estudo do Equilíbrio líquido – líquido-líquido- vapor (ELL e ELV) para misturas binárias e ou ternárias sendo um dos componentes da mistura o óleo essencial do Schinus Molles,Daniel Rodrigues Magalhães 
Montes Claros,Otimização das variáveis de processo envolvidas na produção de carvão ativado obtido a partir de cascas de Buriti ( Mauritia flexuosa) ,Ramon Geraldo Campos 
Montes Claros,Caracterização química e avaliação do potencial antibacteriano do óleo essencial das sementes da Moringa oleifera. ,Daniel Rodrigues Magalhães 
Montes Claros,Estudo na Redução da Temperatura em Discos de Freios de Automóveis por Convecção Forçada ,Fernanda de Lima Menezes
Montes Claros,Determinação de Tempo de Residencia (DTR) no Reator Tubular Recheado (PBR),Thalles de Assis Cardoso Gonçalves
